User_ID,Time,Long,Lat,Country_Code
35272601@N00,2005-09-03 10:46:13.0,-60.095214,46.201695,23
90762426@N00,2007-07-17 19:49:31.0,17.812786,43.340286,15
42728243@N00,1976-01-01 00:00:00.0,18.070793,59.346295,190
69295121@N00,2013-11-04 09:17:42.0,106.8256,-6.187567,224
85598619@N00,2010-07-26 08:35:45.0,-96.75436,17.052599,119
12053105@N03,2012-08-20 10:04:40.0,-3.2,55.95,206
8701764@N02,2007-10-18 07:59:32.0,12.490564,41.890154,85
99357189@N00,1996-10-01 00:00:00.0,-6.113891,31.615965,113
36656136@N00,2001-07-06 12:00:09.0,8.401365,46.81921,192
87326847@N00,2012-09-25 22:52:06.0,25.439,36.3905,73
90844690@N00,2013-01-13 09:30:44.0,25.588994,45.639881,170
7702423@N04,2010-06-27 20:29:46.0,-81.725277,43.744126,23
27970543@N05,2010-10-04 18:05:46.0,8.851504,42.510466,64
89201858@N00,2006-01-29 12:11:46.0,151.2941,-33.6061,8
32823446@N00,2013-05-07 17:52:38.0,139.691666,35.692833,88
24483890@N00,2009-05-18 09:28:08.0,-73.550217,45.509666,23
35981213@N00,2012-11-07 10:41:08.0,2.344433,48.854056,64
8502118@N08,2012-03-09 17:21:11.0,-53.304331,-18.230987,20
45182857@N00,2008-02-23 13:47:54.0,-88.569116,20.6833,119
65551860@N00,2007-04-11 03:05:11.0,98.968062,18.797991,194
53834128@N06,2012-04-01 05:11:17.0,-2.364,51.386,206
76931093@N00,2011-02-13 21:30:15.0,-3.591167,40.490667,187
44618460@N00,2006-01-10 02:40:12.0,34.782714,31.872892,84
35034345637@N01,2007-11-26 18:04:09.0,116.454997,39.914887,29
77784942@N00,2010-06-03 21:55:22.0,-3.18891,55.952131,206
29753028@N00,2002-12-25 20:20:20.0,-6.33248,53.318985,50
90075284@N00,2007-06-22 20:00:34.0,8.905963,47.975329,71
41259478@N00,2007-07-09 13:33:55.0,-79.37622,43.673831,23
8573486@N06,2007-10-27 21:33:09.0,-103.388299,20.720313,119
34168709@N00,2012-08-19 11:29:40.0,-79.064118,43.262315,23
48491017@N00,2007-08-29 20:49:21.0,-68.846597,12.067859,226
91673635@N00,2006-08-24 00:26:36.0,139.70294,35.669853,88
52015062@N00,2006-02-02 09:46:25.0,-.139796,51.512802,206
52015062@N00,2006-01-30 15:42:38.0,-.11792,51.524365,206
69206063@N00,2008-03-25 14:46:32.0,-86.975626,20.481014,119
12284993@N00,2007-06-10 16:24:32.0,126.975764,37.526111,95
32332355@N08,2011-05-11 18:15:31.0,-.151062,51.520707,206
30302697@N00,2008-07-08 15:41:01.0,-77.970314,-6.446488,161
85049688@N00,2007-03-03 08:03:05.0,12.47682,41.898675,85
7457894@N04,2011-04-23 16:30:50.0,28.247727,-26.175647,179
41715395@N00,2004-11-21 01:56:30.0,12.492163,41.890621,85
91379696@N00,2005-12-20 06:57:41.0,24.120483,56.960794,100
30682070@N00,1973-09-21 12:00:39.0,7.445083,46.948022,192
68174069@N00,2005-12-31 14:22:35.0,19.643554,49.478832,163
51035541426@N01,2003-11-02 03:10:09.0,4.920673,52.366376,153
24414055@N00,2008-05-23 20:23:03.0,6.937866,51.560637,71
82256568@N03,2012-04-12 19:29:48.0,-76.479003,44.229827,23
12836528@N00,2013-07-01 09:13:19.0,-46.65643,-23.560983,20
49413207@N00,2010-01-26 18:36:40.0,11.261007,43.768721,85
39592374@N00,2010-02-26 10:31:54.0,32.573089,.325554,205
31662692@N05,2010-03-11 02:29:36.0,78.53242,50.750439,97
69641014@N00,2000-07-10 06:38:12.0,37.62268,55.74412,174
47236463@N00,2006-06-05 13:33:31.0,-6.270446,53.348911,50
62281256@N00,2011-06-26 14:15:26.0,5.324333,60.3925,154
77179348@N00,2010-07-01 15:34:59.0,13.368833,52.525999,71
49561754@N00,2012-08-02 10:05:09.0,-21.932079,64.145602,81
33237963@N00,2005-10-22 18:19:43.0,8.982267,48.70765,71
8071066@N04,2009-04-10 15:01:45.0,10.301281,48.424658,71
8214325@N07,2009-08-07 12:29:02.0,-3.68042,56.800877,206
46033759@N00,2008-05-01 09:59:02.0,11.335015,44.493107,85
56414187@N04,2011-02-21 21:05:27.0,36.815142,-1.233522,91
40911801@N00,2009-07-12 05:46:33.0,-6.087273,53.153262,50
27168489@N00,2009-08-05 17:49:58.0,-63.080749,18.086382,240
91743969@N00,2012-06-01 08:25:28.0,12.454259,41.902203,238
83413148@N00,2011-03-02 15:03:57.0,26.692228,39.315441,201
32826699@N06,2009-12-21 23:01:27.0,103.83522,1.302454,185
49561754@N00,2010-09-04 07:33:36.0,34.807863,31.888635,84
8502118@N08,2013-11-02 10:23:09.0,27.341783,37.93808,201
70323761@N00,2011-05-19 15:16:37.0,135.79683,35.02715,88
76931093@N00,2013-09-12 21:39:11.0,11.559162,48.176739,71
14866439@N00,2011-04-08 20:23:04.0,2.360686,48.856483,64
7552795@N03,2012-08-09 05:08:08.0,-3.700345,40.416691,187
88178464@N00,2009-02-20 16:50:33.0,8.960723,33.406873,200
56617401@N00,2013-07-03 23:28:44.0,-71.967215,-13.479012,161
70147072@N00,2010-01-27 09:23:45.0,14.413858,50.086321,57
35137530@N00,2007-10-05 14:20:13.0,116.371307,39.912018,29
30059339@N00,2011-06-04 06:16:14.0,-3.163751,51.464809,206
36022626@N00,2008-08-31 02:33:34.0,2.324295,48.86759,64
83372564@N00,2008-04-01 00:00:00.0,-86.265678,12.147752,158
73364264@N00,2007-07-04 18:20:32.0,25.280055,54.69147,102
27593055@N06,2012-06-02 14:45:01.0,-123.50521,48.54991,23
8495919@N02,2005-03-18 13:06:36.0,31.257466,30.041903,49
12477719@N00,2008-07-06 20:09:14.0,-123.055973,49.94078,23
73684142@N00,2009-09-07 00:00:05.0,-88.578815,20.671737,119
63532598@N00,2013-05-19 11:48:21.0,-80.972712,43.375197,23
14966804@N03,2010-06-24 12:50:57.0,13.045305,47.802086,56
12247055@N00,2009-12-12 15:09:20.0,-66.096475,18.459276,173
19376640@N00,2002-02-01 06:33:13.0,-100.312728,25.686087,119
29106084@N06,2009-09-04 18:55:33.0,2.349325,48.853165,64
44124479650@N01,2007-12-24 17:59:02.0,-89.931507,13.901742,54
13448066@N04,2008-09-29 11:53:45.0,19.077694,47.518896,80
98551946@N00,2006-06-17 21:52:23.0,-47.24121,-22.735656,20
22914677@N06,2011-12-29 03:49:48.0,2.316479,48.867177,64
85059137@N00,2005-11-07 20:21:14.0,29.034944,41.068335,201
53746192@N00,2013-06-23 03:02:00.0,-4.117563,40.947347,187
32145621@N00,2012-06-05 09:57:10.0,-73.57369,45.493156,23
20172348@N00,2008-12-11 16:32:59.0,-3.684024,40.415086,187
21945198@N05,2008-11-29 08:42:23.0,2.337011,48.887275,64
20204160@N00,2007-04-02 19:33:59.0,-70.211916,11.667016,213
43334562@N00,2005-05-29 11:26:28.0,2.336558,48.861044,64
57894430@N00,2011-03-19 07:17:25.0,-6.063167,53.1285,50
34841109@N03,2010-08-01 00:00:00.0,-52.621765,47.523489,23
8730457@N02,2010-10-09 14:08:01.0,13.344633,52.484955,71
32916425@N04,2010-03-29 15:18:49.0,7.719955,48.269026,71
62614925@N00,2009-05-29 11:11:22.0,101.057425,13.675166,194
25964739@N00,2013-02-23 17:57:02.0,115.044107,-8.180906,224
88792132@N00,2006-09-17 11:59:31.0,2.34601,48.862032,64
82394503@N00,2008-06-16 07:25:02.0,19.063167,47.506533,80
49503029779@N01,2010-08-09 08:10:08.0,-1.208431,44.598504,64
56384399@N00,2007-12-29 16:52:02.0,-69.797494,-20.20541,32
10347442@N00,2009-08-23 16:11:07.0,-.17253,51.496794,206
62518311@N00,2007-11-23 08:49:17.0,-.08215,51.526147,206
7327243@N05,2011-05-29 17:18:50.0,-75.698547,45.425323,23
37996586171@N01,2012-07-21 01:06:30.0,101.671214,3.130146,120
77179348@N00,2010-01-04 13:54:24.0,121.39708,31.174063,29
88774309@N00,2006-05-13 15:27:08.0,99.528493,14.024102,194
59525567@N00,2009-04-18 06:44:29.0,24.75048,42.144123,21
14379422@N00,2008-06-20 13:25:43.0,134.694166,34.839372,88
44359847@N07,2004-02-14 14:34:48.0,-88.571571,20.678392,119
69885439@N07,2012-02-14 23:44:15.0,-85.962438,11.93202,158
68509408@N00,2004-10-14 11:16:02.0,68.435039,33.539677,30
14136614@N03,2013-02-12 10:51:05.0,12.643833,55.629,44
37403827@N00,2007-10-27 19:09:18.0,-101.54766,17.63257,119
33956054@N00,2008-09-25 06:00:58.0,151.202133,-33.884021,8
56381884@N00,2010-02-26 17:47:41.0,2.150723,41.414233,187
66334721@N00,2009-08-05 06:34:25.0,7.029758,43.55282,64
10336948@N00,2006-08-26 13:37:36.0,-.122222,51.517288,206
41715395@N00,2006-10-31 19:45:12.0,38.40244,38.40244,201
57621379@N00,2006-12-31 06:20:09.0,19.050464,47.495661,80
25833968@N06,2012-07-30 15:55:19.0,9.986572,53.563151,71
82394503@N00,2008-06-21 06:49:54.0,19.078187,47.665618,80
94951637@N00,2008-08-07 11:56:21.0,132.438125,34.390974,88
58241581@N00,2012-07-06 12:52:02.0,9.808833,55.04,44
52723951@N00,2005-01-17 00:35:26.0,101.675205,3.239925,120
42509361@N05,2009-10-25 07:00:08.0,-.157885,51.506832,206
34325628@N05,2008-12-01 00:00:00.0,-87.851486,18.213698,119
21668613@N02,2012-05-24 09:16:58.0,-61.820068,17.104042,0
11080385@N05,2006-08-17 04:23:43.0,136.964492,35.746999,88
40958113@N00,2013-06-30 12:28:04.0,-.080444,51.514858,206
77488106@N00,2012-06-25 20:26:19.0,17.647132,43.148342,15
31794493@N00,2008-09-15 06:36:02.0,-2.973089,53.398447,206
49561754@N00,2012-08-07 06:15:24.0,14.412732,50.08628,57
82525539@N00,2008-08-03 21:00:36.0,2.776772,48.870533,64
73621375@N00,2010-05-23 19:07:33.0,98.987397,18.789072,194
95819651@N00,2008-07-28 11:30:48.0,10.847014,45.8805,85
10347442@N00,2010-06-19 18:27:49.0,-113.417358,50.138075,23
20087733@N00,2012-06-09 09:10:40.0,.127029,52.197927,206
85428086@N00,2007-10-20 00:53:38.0,-.134333,51.509667,206
86931652@N00,2008-11-25 12:12:44.0,2.166709,41.383763,187
37408479@N00,2013-08-11 19:55:38.0,-1.313617,51.062148,206
55043400@N00,2011-07-16 22:03:51.0,13.392333,52.523741,71
94046393@N00,2011-02-27 14:20:38.0,-.362595,51.470166,206
19153501@N00,2008-06-18 08:56:12.0,-3.195849,55.951083,206
45289135@N00,2010-09-25 05:40:41.0,2.706411,39.760452,187
59467983@N06,2011-07-21 18:06:57.0,11.575126,48.138383,71
58255533@N03,2011-07-16 08:39:35.0,.516666,40.8,187
21435131@N06,2013-09-15 16:17:14.0,-73.615478,45.4993,23
37403827@N00,2007-01-28 16:02:13.0,70.142555,27.518928,82
45972156@N04,2012-04-07 11:14:25.0,-58.383579,-34.600997,7
78691354@N00,2007-05-01 00:00:00.0,127.157821,36.826599,95
37546787@N05,2012-11-24 12:49:27.0,9.189411,47.69038,71
63289007@N00,2012-10-10 13:38:19.0,114.158,22.2835,129
11847703@N05,2010-09-15 10:28:31.0,23.799027,-19.132539,181
37644376@N00,2012-07-11 13:21:22.0,103.224333,13.1105,24
85049343@N00,2011-09-07 04:50:54.0,2.349861,48.858398,64
24776728@N08,2007-05-13 07:38:52.0,73.900909,18.547975,82
99599444@N00,2007-09-26 12:42:20.0,10.751667,59.909792,154
48018466@N00,2012-03-28 17:16:07.0,139.733333,35.752,88
68506146@N00,2006-04-27 10:13:59.0,116.390774,39.915879,29
11361534@N04,2003-04-17 13:14:19.0,-.125827,51.500621,206
76436555@N00,2007-12-29 19:09:17.0,-99.262847,18.927072,119
84548723@N00,2006-11-02 22:22:58.0,4.858435,45.673934,64
11245787@N02,2007-07-22 12:43:20.0,.470352,7.152844,68
71606984@N00,2014-04-08 21:37:36.0,-5.993181,37.397582,187
49601670@N00,2010-04-09 15:07:36.0,-.122222,51.506445,206
97864553@N00,2007-12-14 10:16:56.0,-72.253303,21.769224,235
13906148@N00,2007-10-20 06:04:53.0,.352517,51.467626,206
42982698@N00,2013-05-05 13:06:04.0,-88.307678,17.536435,14
98299992@N00,2012-02-24 09:16:50.0,100.488915,13.743883,194
76701708@N00,2007-11-20 09:40:55.0,11.255986,43.773193,85
24935422@N00,2011-08-18 13:17:06.0,-66.992737,45.196167,23
22966062@N04,2007-08-18 11:58:21.0,-73.552093,45.509053,23
79334137@N00,2010-12-08 21:57:50.0,12.453999,41.902666,238
37996646802@N01,2011-08-08 14:04:42.0,-114.062,51.045333,23
82394503@N00,2008-06-15 08:16:45.0,19.018527,47.517551,80
10158670@N00,2011-07-11 17:32:54.0,31.815032,-24.925516,179
8463188@N08,2012-06-07 09:54:41.0,145.331908,-16.473417,8
82738752@N00,2008-08-19 18:46:28.0,71.070166,42.360166,92
65236185@N00,2009-03-03 21:52:43.0,30.323467,59.9711,174
24946690@N03,2012-09-01 18:34:56.0,-123.186821,49.484408,23
30163078@N00,2008-08-07 14:59:51.0,126.97792,37.565262,95
96914291@N00,2006-06-10 12:39:31.0,129.828357,33.390889,88
60597745@N00,2010-03-07 09:57:18.0,12.488322,41.890729,85
62313790@N00,2010-09-10 08:11:46.0,-79.119631,45.936055,23
53834128@N06,2013-04-11 20:51:09.0,79.849499,6.929166,25
60594606@N00,2005-06-18 12:41:59.0,29.001405,41.039289,201
36048076@N00,2006-07-03 00:49:20.0,-.147285,51.458766,206
40732566019@N01,2010-08-07 17:53:53.0,-2.191751,49.184003,243
87603797@N00,2011-12-09 10:30:18.0,139.660166,35.657166,88
49503017814@N01,2011-10-25 09:29:58.0,-4.9942,34.053398,113
64834051@N00,2006-07-10 06:18:02.0,14.48822,40.632323,85
79439896@N00,2011-03-13 09:46:59.0,-1.978762,52.465527,206
60597745@N00,2010-03-07 09:16:57.0,12.488322,41.890729,85
23601949@N00,2011-03-10 01:18:57.0,-79.517154,9.000891,164
99357189@N00,2003-12-30 11:05:43.0,-98.846139,19.693344,119
8110030@N05,2008-01-26 23:09:46.0,8.5444,47.369752,192
84989911@N00,2013-05-25 03:08:42.0,-6.256133,53.3438,50
10189552@N02,2011-01-25 14:00:15.0,-43.258809,-22.969414,20
48261733@N00,2007-12-24 09:48:33.0,99.977989,12.413442,194
51636307@N00,2006-01-12 07:42:21.0,118.779973,32.049697,29
